Property_ID,Block_ID,Neighborhood,District_Zone,URL,SQM,Energy_Class,Price,Price_per_SQM,Investment_Score,Recommended_Action,Investment_Strategy,Target_Price,Expected_ROI_24m,Tourism_Score,Commercial_Score,Metro_Distance,Overall_Risk
PLA-001-008,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-8,99,A,535392,5408.0,9.185,IMMEDIATE_BUY,TOURISM_RENTAL,524684,0.31399999999999995,10.0,8.0,200,MEDIUM
SYN-001-008,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-8,99,A,669240,6760.0,9.185,IMMEDIATE_BUY,TOURISM_RENTAL,655855,0.31399999999999995,10.0,9.5,150,MEDIUM
SYN-002-002,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-2,81,B+,404028,4988.0,9.065000000000001,IMMEDIATE_BUY,TOURISM_RENTAL,395947,0.29200000000000004,9.5,10.0,150,MEDIUM
MON-001-002,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-2,81,B+,313470,3870.0,9.065000000000001,IMMEDIATE_BUY,TOURISM_RENTAL,307200,0.29200000000000004,8.5,9.0,200,MEDIUM
PLA-002-002,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-2,81,B+,334368,4128.0,9.065,IMMEDIATE_BUY,TOURISM_RENTAL,327680,0.304,9.0,7.5,200,MEDIUM
SYN-001-014,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-14,117,A+,927810,7930.0,9.05,IMMEDIATE_BUY,TOURISM_RENTAL,909253,0.32399999999999995,10.0,9.5,150,MEDIUM
PLA-001-014,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-14,117,A+,742248,6344.0,9.05,IMMEDIATE_BUY,TOURISM_RENTAL,727403,0.32399999999999995,10.0,8.0,200,MEDIUM
SYN-002-007,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-7,96,A+,562368,5858.0,8.99,STRONG_BUY,TOURISM_RENTAL,534249,0.312,9.5,10.0,150,MEDIUM
PLA-002-007,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-7,96,A+,465408,4848.0,8.99,STRONG_BUY,TOURISM_RENTAL,442137,0.32399999999999995,9.0,7.5,200,MEDIUM
MON-001-007,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-7,96,A+,436320,4545.0,8.99,STRONG_BUY,TOURISM_RENTAL,414504,0.312,8.5,9.0,200,MEDIUM
SYN-002-008,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-8,99,A,597168,6032.0,8.885000000000002,STRONG_BUY,TOURISM_RENTAL,567309,0.302,9.5,10.0,150,MEDIUM
MON-001-008,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-8,99,A,463320,4680.0,8.885000000000002,STRONG_BUY,TOURISM_RENTAL,440154,0.302,8.5,9.0,200,MEDIUM
PLA-002-008,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-8,99,A,494208,4992.0,8.885,STRONG_BUY,TOURISM_RENTAL,469497,0.31399999999999995,9.0,7.5,200,MEDIUM
PLA-001-003,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-3,84,B,388752,4628.0,8.86,STRONG_BUY,HOLD_APPRECIATE,369314,0.298,10.0,8.0,200,MEDIUM
SYN-001-003,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-3,84,B,485940,5785.0,8.86,STRONG_BUY,HOLD_APPRECIATE,461643,0.298,10.0,9.5,150,MEDIUM
SYN-001-015,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-15,120,A,975000,8125.0,8.8,STRONG_BUY,TOURISM_RENTAL,926250,0.31399999999999995,10.0,9.5,150,MEDIUM
PLA-001-015,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-15,120,A,780000,6500.0,8.8,STRONG_BUY,TOURISM_RENTAL,741000,0.31399999999999995,10.0,8.0,200,MEDIUM
SYN-002-014,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-14,117,A+,827892,7076.0,8.75,STRONG_BUY,TOURISM_RENTAL,786497,0.312,9.5,10.0,150,MEDIUM
PLA-002-014,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-14,117,A+,685152,5856.0,8.75,STRONG_BUY,TOURISM_RENTAL,650894,0.32399999999999995,9.0,7.5,200,MEDIUM
MON-001-014,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-14,117,A+,642330,5490.0,8.75,STRONG_BUY,TOURISM_RENTAL,610213,0.312,8.5,9.0,200,MEDIUM
KOL-001-000,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-0,75,A+,432000,5760.0,8.675,STRONG_BUY,HOLD_APPRECIATE,410400,0.26,4.0,8.5,150,MEDIUM
SYN-001-016,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-16,123,B+,1023360,8320.0,8.65,STRONG_BUY,TOURISM_RENTAL,972192,0.304,10.0,9.5,150,MEDIUM
PLA-001-016,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-16,123,B+,818688,6656.0,8.65,STRONG_BUY,TOURISM_RENTAL,777753,0.304,10.0,8.0,200,MEDIUM
SYN-002-003,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-3,84,B,433608,5162.0,8.56,STRONG_BUY,HOLD_APPRECIATE,411927,0.28600000000000003,9.5,10.0,150,MEDIUM
MON-001-003,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-3,84,B,336420,4005.0,8.56,STRONG_BUY,HOLD_APPRECIATE,319599,0.28600000000000003,8.5,9.0,200,MEDIUM
PLA-002-003,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-3,84,B,358848,4272.0,8.559999999999999,STRONG_BUY,HOLD_APPRECIATE,340905,0.298,9.0,7.5,200,MEDIUM
PLA-001-009,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-9,102,B+,567528,5564.0,8.55,STRONG_BUY,TOURISM_RENTAL,539151,0.304,10.0,8.0,200,MEDIUM
SYN-001-009,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-9,102,B+,709410,6955.0,8.55,STRONG_BUY,TOURISM_RENTAL,673939,0.304,10.0,9.5,150,MEDIUM
SYN-002-015,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-15,120,A,870000,7250.0,8.5,STRONG_BUY,TOURISM_RENTAL,826500,0.302,9.5,10.0,150,MEDIUM
PLA-002-015,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-15,120,A,720000,6000.0,8.5,STRONG_BUY,TOURISM_RENTAL,684000,0.31399999999999995,9.0,7.5,200,MEDIUM
MON-001-015,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-15,120,A,675000,5625.0,8.5,STRONG_BUY,TOURISM_RENTAL,641250,0.302,8.5,9.0,200,MEDIUM
KOL-001-001,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-1,78,A,466128,5976.0,8.47,STRONG_BUY,HOLD_APPRECIATE,442821,0.25,4.0,8.5,150,MEDIUM
SYN-001-017,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-17,126,B,1072890,8515.0,8.4,STRONG_BUY,HOLD_APPRECIATE,1019245,0.298,10.0,9.5,150,MEDIUM
PLA-001-017,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-17,126,B,858312,6812.0,8.4,STRONG_BUY,HOLD_APPRECIATE,815396,0.298,10.0,8.0,200,MEDIUM
KOU-001-000,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-0,75,A+,228000,3040.0,8.375,STRONG_BUY,HOLD_APPRECIATE,216600,0.28,7.0,6.0,250,HIGH
KOU-002-000,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-0,75,A+,216000,2880.0,8.375,STRONG_BUY,HOLD_APPRECIATE,205200,0.28,6.5,5.5,250,HIGH
KOL-002-000,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-0,75,A+,408000,5440.0,8.375,STRONG_BUY,HOLD_APPRECIATE,387600,0.26,3.5,7.5,400,MEDIUM
SYN-001-004,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-4,87,C+,520260,5980.0,8.355,STRONG_BUY,HOLD_APPRECIATE,494247,0.294,10.0,9.5,150,MEDIUM
PLA-001-004,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-4,87,C+,416208,4784.0,8.355,STRONG_BUY,HOLD_APPRECIATE,395397,0.294,10.0,8.0,200,MEDIUM
SYN-002-016,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-16,123,B+,913152,7424.0,8.350000000000001,STRONG_BUY,TOURISM_RENTAL,867494,0.29200000000000004,9.5,10.0,150,MEDIUM
MON-001-016,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-16,123,B+,708480,5760.0,8.350000000000001,STRONG_BUY,TOURISM_RENTAL,673056,0.29200000000000004,8.5,9.0,200,MEDIUM
PLA-002-016,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-16,123,B+,755712,6144.0,8.35,STRONG_BUY,TOURISM_RENTAL,717926,0.304,9.0,7.5,200,MEDIUM
SYN-001-010,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-10,105,B,750750,7150.0,8.3,STRONG_BUY,HOLD_APPRECIATE,713212,0.298,10.0,9.5,150,MEDIUM
PLA-001-010,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-10,105,B,600600,5720.0,8.3,STRONG_BUY,HOLD_APPRECIATE,570570,0.298,10.0,8.0,200,MEDIUM
KOL-001-002,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-2,81,B+,501552,6192.0,8.265,STRONG_BUY,HOLD_APPRECIATE,476474,0.24,4.0,8.5,150,MEDIUM
SYN-002-009,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-9,102,B+,633012,6206.0,8.25,STRONG_BUY,TOURISM_RENTAL,601361,0.29200000000000004,9.5,10.0,150,MEDIUM
PLA-002-009,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-9,102,B+,523872,5136.0,8.25,STRONG_BUY,TOURISM_RENTAL,497678,0.304,9.0,7.5,200,MEDIUM
MON-001-009,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-9,102,B+,491130,4815.0,8.25,STRONG_BUY,TOURISM_RENTAL,466573,0.29200000000000004,8.5,9.0,200,MEDIUM
KOL-001-007,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-7,96,A+,698112,7272.0,8.190000000000001,STRONG_BUY,HOLD_APPRECIATE,663206,0.26,4.0,8.5,150,MEDIUM
KOU-001-001,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-1,78,A,246012,3154.0,8.17,STRONG_BUY,HOLD_APPRECIATE,233711,0.27,7.0,6.0,250,HIGH
KOU-002-001,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-1,78,A,233064,2988.0,8.17,STRONG_BUY,HOLD_APPRECIATE,221410,0.27,6.5,5.5,250,HIGH
KOL-002-001,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-1,78,A,440232,5644.0,8.17,STRONG_BUY,HOLD_APPRECIATE,418220,0.25,3.5,7.5,400,MEDIUM
PLA-001-005,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-5,90,C,444600,4940.0,8.15,STRONG_BUY,ENERGY_RETROFIT,422370,0.44399999999999995,10.0,8.0,200,MEDIUM
PLA-001-018,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-18,129,C+,898872,6968.0,8.15,STRONG_BUY,HOLD_APPRECIATE,853928,0.294,10.0,8.0,200,MEDIUM
SYN-001-018,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-18,129,C+,1123590,8710.0,8.15,STRONG_BUY,HOLD_APPRECIATE,1067410,0.294,10.0,9.5,150,MEDIUM
SYN-001-005,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-5,90,C,555750,6175.0,8.15,STRONG_BUY,ENERGY_RETROFIT,527962,0.44399999999999995,10.0,9.5,150,MEDIUM
SYN-002-017,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-17,126,B,957348,7598.0,8.1,STRONG_BUY,HOLD_APPRECIATE,909480,0.28600000000000003,9.5,10.0,150,MEDIUM
PLA-002-017,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-17,126,B,792288,6288.0,8.1,STRONG_BUY,HOLD_APPRECIATE,752673,0.298,9.0,7.5,200,MEDIUM
MON-001-017,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-17,126,B,742770,5895.0,8.1,STRONG_BUY,HOLD_APPRECIATE,705631,0.28600000000000003,8.5,9.0,200,MEDIUM
KOL-001-008,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-8,99,A,741312,7488.0,8.085,STRONG_BUY,HOLD_APPRECIATE,704246,0.25,4.0,8.5,150,MEDIUM
PSY-001-000,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-0,75,A+,192000,2560.0,8.075,STRONG_BUY,GENTRIFICATION_PLAY,182400,0.316,6.5,7.0,200,HIGH
EXA-001-000,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-0,75,A+,204000,2720.0,8.075,STRONG_BUY,GENTRIFICATION_PLAY,193800,0.29600000000000004,5.5,6.5,400,HIGH
SYN-002-004,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-4,87,C+,464232,5336.0,8.055,STRONG_BUY,HOLD_APPRECIATE,441020,0.28200000000000003,9.5,10.0,150,MEDIUM
PLA-002-004,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-4,87,C+,384192,4416.0,8.055,STRONG_BUY,HOLD_APPRECIATE,364982,0.294,9.0,7.5,200,MEDIUM
MON-001-004,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-4,87,C+,360180,4140.0,8.055,STRONG_BUY,HOLD_APPRECIATE,342171,0.28200000000000003,8.5,9.0,200,MEDIUM
SYN-001-011,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-11,108,C+,793259,7344.990740740741,8.05,STRONG_BUY,HOLD_APPRECIATE,753596,0.294,10.0,9.5,150,MEDIUM
PLA-001-011,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-11,108,C+,634607,5875.990740740741,8.05,STRONG_BUY,HOLD_APPRECIATE,602876,0.294,10.0,8.0,200,MEDIUM
PLA-002-010,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-10,105,B,554400,5280.0,8.0,STRONG_BUY,HOLD_APPRECIATE,526680,0.298,9.0,7.5,200,MEDIUM
MON-001-010,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-10,105,B,519750,4950.0,7.999999999999999,STRONG_BUY,HOLD_APPRECIATE,493762,0.28600000000000003,8.5,9.0,200,MEDIUM
SYN-002-010,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-10,105,B,669900,6380.0,7.999999999999999,STRONG_BUY,HOLD_APPRECIATE,636405,0.28600000000000003,9.5,10.0,150,MEDIUM
KOU-002-002,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-2,81,B+,250776,3096.0,7.965,STRONG_BUY,HOLD_APPRECIATE,238237,0.26,6.5,5.5,250,HIGH
KOL-002-002,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-2,81,B+,473688,5848.0,7.965,STRONG_BUY,HOLD_APPRECIATE,450003,0.24,3.5,7.5,400,MEDIUM
KOU-001-002,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-2,81,B+,264708,3268.0,7.965,STRONG_BUY,HOLD_APPRECIATE,251472,0.26,7.0,6.0,250,HIGH
KOL-001-014,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-14,117,A+,1027728,8784.0,7.95,STRONG_BUY,HOLD_APPRECIATE,976341,0.26,4.0,8.5,150,MEDIUM
SYN-001-019,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-19,132,C,1175460,8905.0,7.8999999999999995,STRONG_BUY,ENERGY_RETROFIT,1116687,0.44399999999999995,10.0,9.5,150,MEDIUM
PLA-001-019,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-19,132,C,940368,7124.0,7.8999999999999995,STRONG_BUY,ENERGY_RETROFIT,893349,0.44399999999999995,10.0,8.0,200,MEDIUM
KOU-001-007,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-7,96,A+,368448,3838.0,7.890000000000001,STRONG_BUY,HOLD_APPRECIATE,350025,0.28,7.0,6.0,250,HIGH
KOU-002-007,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-7,96,A+,349056,3636.0,7.890000000000001,STRONG_BUY,HOLD_APPRECIATE,331603,0.28,6.5,5.5,250,HIGH
KOL-002-007,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-7,96,A+,659328,6868.0,7.890000000000001,STRONG_BUY,HOLD_APPRECIATE,626361,0.26,3.5,7.5,400,MEDIUM
PSY-001-001,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-1,78,A,207168,2656.0,7.87,STRONG_BUY,GENTRIFICATION_PLAY,196809,0.306,6.5,7.0,200,HIGH
EXA-001-001,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-1,78,A,220116,2822.0,7.87,STRONG_BUY,GENTRIFICATION_PLAY,209110,0.28600000000000003,5.5,6.5,400,HIGH
PLA-002-018,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-18,129,C+,829728,6432.0,7.85,STRONG_BUY,HOLD_APPRECIATE,788241,0.294,9.0,7.5,200,MEDIUM
MON-001-018,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-18,129,C+,777870,6030.0,7.85,STRONG_BUY,HOLD_APPRECIATE,738976,0.28200000000000003,8.5,9.0,200,MEDIUM
MON-001-005,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-5,90,C,384750,4275.0,7.85,STRONG_BUY,ENERGY_RETROFIT,365512,0.43200000000000005,8.5,9.0,200,MEDIUM
PLA-002-005,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-5,90,C,410400,4560.0,7.85,STRONG_BUY,ENERGY_RETROFIT,389880,0.44399999999999995,9.0,7.5,200,MEDIUM
SYN-002-018,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-18,129,C+,1002588,7772.0,7.85,STRONG_BUY,HOLD_APPRECIATE,952458,0.28200000000000003,9.5,10.0,150,MEDIUM
SYN-002-005,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-5,90,C,495900,5510.0,7.85,STRONG_BUY,ENERGY_RETROFIT,471105,0.43200000000000005,9.5,10.0,150,MEDIUM
SYN-001-012,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-12,111,C,836940,7540.0,7.8,STRONG_BUY,ENERGY_RETROFIT,795093,0.44399999999999995,10.0,9.5,150,MEDIUM
PLA-001-012,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-12,111,C,669552,6032.0,7.8,STRONG_BUY,ENERGY_RETROFIT,636074,0.44399999999999995,10.0,8.0,200,MEDIUM
KOU-001-008,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-8,99,A,391248,3952.0,7.785,STRONG_BUY,HOLD_APPRECIATE,371685,0.27,7.0,6.0,250,HIGH
KOU-002-008,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-8,99,A,370656,3744.0,7.785,STRONG_BUY,HOLD_APPRECIATE,352123,0.27,6.5,5.5,250,HIGH
KOL-002-008,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-8,99,A,700128,7072.0,7.785,STRONG_BUY,HOLD_APPRECIATE,665121,0.25,3.5,7.5,400,MEDIUM
KOL-001-003,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-3,84,B,538272,6408.0,7.76,STRONG_BUY,HOLD_APPRECIATE,511358,0.23399999999999999,4.0,8.5,150,MEDIUM
PLA-002-011,PLA-002,Plaka North,HISTORIC,https://spitogatos.gr/property/pla-002-11,108,C+,585792,5424.0,7.75,STRONG_BUY,HOLD_APPRECIATE,556502,0.294,9.0,7.5,200,MEDIUM
SYN-002-011,SYN-002,Syntagma Square West,COMMERCIAL,https://spitogatos.gr/property/syn-002-11,108,C+,707831,6553.990740740741,7.749999999999999,STRONG_BUY,HOLD_APPRECIATE,672439,0.28200000000000003,9.5,10.0,150,MEDIUM
MON-001-011,MON-001,Monastiraki Square,COMMERCIAL,https://spitogatos.gr/property/mon-001-11,108,C+,549180,5085.0,7.749999999999999,STRONG_BUY,HOLD_APPRECIATE,521721,0.28200000000000003,8.5,9.0,200,MEDIUM
PLA-001-006,PLA-001,Plaka Central,HISTORIC,https://spitogatos.gr/property/pla-001-6,93,D,473928,5096.0,7.745,STRONG_BUY,ENERGY_RETROFIT,450231,0.44399999999999995,10.0,8.0,200,MEDIUM
SYN-001-006,SYN-001,Syntagma Square East,HISTORIC,https://spitogatos.gr/property/syn-001-6,93,D,592410,6370.0,7.745,STRONG_BUY,ENERGY_RETROFIT,562789,0.44399999999999995,10.0,9.5,150,MEDIUM
KOL-001-015,KOL-001,Kolonaki Central,RESIDENTIAL,https://spitogatos.gr/property/kol-001-15,120,A,1080000,9000.0,7.7,STRONG_BUY,HOLD_APPRECIATE,1026000,0.25,4.0,8.5,150,MEDIUM
EXA-001-002,EXA-001,Exarchia Central,CULTURAL,https://spitogatos.gr/property/exa-001-2,81,B+,236844,2924.0,7.665,STRONG_BUY,GENTRIFICATION_PLAY,225001,0.276,5.5,6.5,400,HIGH
PSY-001-002,PSY-001,Psyrri Central,CULTURAL,https://spitogatos.gr/property/psy-001-2,81,B+,222912,2752.0,7.665,STRONG_BUY,GENTRIFICATION_PLAY,211766,0.29600000000000004,6.5,7.0,200,HIGH
KOU-001-014,KOU-001,Koukaki North,RESIDENTIAL,https://spitogatos.gr/property/kou-001-14,117,A+,542412,4636.0,7.65,STRONG_BUY,HOLD_APPRECIATE,515291,0.28,7.0,6.0,250,HIGH
KOL-002-014,KOL-002,Kolonaki East,RESIDENTIAL,https://spitogatos.gr/property/kol-002-14,117,A+,970632,8296.0,7.65,STRONG_BUY,HOLD_APPRECIATE,922100,0.26,3.5,7.5,400,MEDIUM
KOU-002-014,KOU-002,Koukaki Central,RESIDENTIAL,https://spitogatos.gr/property/kou-002-14,117,A+,513864,4392.0,7.65,STRONG_BUY,HOLD_APPRECIATE,488170,0.28,6.5,5.5,250,HIGH
