URL,Price,SQM,Energy_Class,Price_per_SQM,Neighborhood,Rooms,Title
"https://www.spitogatos.gr/en/property/1117626301",280000.0,84.0,"C",3333,"Athens Center",3,"Sale, Apartment, 84m² Neos Kosmos, Center | 176263..."
"https://www.spitogatos.gr/en/property/1118033292",75000.0,22.0,"C",3409,"Ampelokipoi",1,"Sale, Studio, 22m² Ampelokipoi - Pentagon, Pyrgos ..."
"https://www.spitogatos.gr/en/property/1117698328",820000.0,102.0,"A+",8039,"Athens Center",1,"Sale, Apartment, 102m² Ilisia, Hilton | 17698328 |..."
"https://www.spitogatos.gr/en/property/1117454224",200000.0,86.0,"C",2326,"Athens Center",1,"Sale, Apartment, 86m² Attiki, Platia Attikis | 174..."
"https://www.spitogatos.gr/en/property/1117495442",93000.0,52.0,"B",1788,"Kipseli",2,"Sale, Apartment, 52m² Athens - Center, Kipseli | 1..."
"https://www.spitogatos.gr/en/property/1117742786",180000.0,153.0,"C",1176,"Athens Center",3,"Sale, Apartment, 153m² Athens - Center, Pagkrati |..."
"https://www.spitogatos.gr/en/property/1118007284",265000.0,123.0,"E",2154,"Kipseli",1,"Sale, Apartment, 123m² Athens - Center, Kipseli | ..."
"https://www.spitogatos.gr/en/property/1116758246",182000.0,74.0,"C",2459,"Athens Center",1,"Sale, Apartment, 74m² Attiki, Leof. Liosion | 1675..."
"https://www.spitogatos.gr/en/property/1117899750",97000.0,51.0,"D",1902,"Athens Center",1,"Sale, Apartment, 51m² Athens - Center, Patisia | 1..."
"https://www.spitogatos.gr/en/property/1117749568",590000.0,130.0,"C",4538,"Ampelokipoi",1,"Sale, Apartment, 130m² Ampelokipoi - Pentagon, Pla..."
"https://www.spitogatos.gr/en/property/1117440170",590000.0,350.0,"C",1686,"Athens Center",1,"Sale, Detached house, 350m² Gazi - Metaxourgio - V..."
"https://www.spitogatos.gr/en/property/1116696975",58000.0,36.0,"C",1611,"Athens Center",1,"Sale, Studio, 36m² Poligono - Tourkovounia, Poligo..."
"https://www.spitogatos.gr/en/property/1117534037",123000.0,63.0,"D",1952,"Athens Center",1,"Sale, Apartment, 63m² Attiki, Platia Attikis | 175..."
"https://www.spitogatos.gr/en/property/1115721901",150000.0,97.0,"D",1546,"Kipseli",2,"Sale, Apartment, 97m² Kipseli, Platia Kipselis | 1..."
"https://www.spitogatos.gr/en/property/1118021052",670000.0,138.0,"B",4855,"Koukaki",1,"Sale, Apartment, 138m² Koukaki - Makrygianni, Makr..."
"https://www.spitogatos.gr/en/property/1117515425",2650000.0,246.0,"B",10772,"Athens Center",1,"Sale, Detached house, 246m² Athens - Center, Histo..."
"https://www.spitogatos.gr/en/property/1116349256",1390000.0,165.0,"C",8424,"Athens Center",4,"Sale, Apartment, 165m² Ilisia, Hilton | 16349256 |..."
"https://www.spitogatos.gr/en/property/1117930833",355000.0,47.0,"A",7553,"Kolonaki",1,"Sale, Studio, 47m² Kolonaki - Lykavittos, Kolonaki..."
"https://www.spitogatos.gr/en/property/1118047277",115000.0,73.0,"D",1575,"Athens Center",3,"Sale, Apartment, 73m² Patision - Acharnon, Ag. Mel..."
"https://www.spitogatos.gr/en/property/1116865600",135000.0,88.0,"A",1534,"Athens Center",3,"Sale, Apartment, 88m² Athens - Center, Patision - ..."
"https://www.spitogatos.gr/en/property/1117768818",150000.0,52.0,"B",2885,"Athens Center",1,"Sale, Apartment, 52m² Agios Eleftherios - Probona ..."
"https://www.spitogatos.gr/en/property/1116864066",250000.0,59.0,"C",4237,"Kolonaki",1,"Sale, Apartment, 59m² Kolonaki - Lykavittos, Kolon..."
"https://www.spitogatos.gr/en/property/1117770219",128000.0,44.0,"D",2909,"Athens Center",1,"Sale, Apartment, 44m² Neos Kosmos, Center | 177702..."
"https://www.spitogatos.gr/en/property/1117234676",295000.0,93.0,"B",3172,"Athens Center",1,"Sale, Apartment, 93m² Athens - Center, Neos Kosmos..."
"https://www.spitogatos.gr/en/property/1117559655",69000.0,42.0,"D",1643,"Kipseli",1,"Sale, Apartment, 42m² Kipseli, Ano Kipseli - Evelp..."
"https://www.spitogatos.gr/en/property/1117800351",435000.0,91.0,"C",4780,"Kolonaki",1,"Sale, Apartment, 91m² Kolonaki - Lykavittos, Likav..."
"https://www.spitogatos.gr/en/property/1117933932",84000.0,67.0,"D",1254,"Athens Center",1,"Sale, Apartment, 67m² Pagkrati, Profitis Ilias | 1..."
"https://www.spitogatos.gr/en/property/1117633265",142000.0,75.0,"D",1893,"Ampelokipoi",1,"Sale, Apartment, 75m² Ampelokipoi - Pentagon, Ampe..."
"https://www.spitogatos.gr/en/property/1117093450",260000.0,114.0,"C",2281,"Exarchia",3,"Sale, Apartment, 114m² Exarchia - Neapoli, Neapoli..."
"https://www.spitogatos.gr/en/property/1117904864",250000.0,64.0,"E",3906,"Kipseli",2,"Sale, Apartment, 64m² Athens - Center, Kipseli | 1..."
"https://www.spitogatos.gr/en/property/1117178173",260000.0,87.0,"D",2989,"Ampelokipoi",1,"Sale, Apartment, 87m² Ampelokipoi - Pentagon, Ampe..."
"https://www.spitogatos.gr/en/property/1117828141",205000.0,92.0,"D",2228,"Athens Center",1,"Sale, Apartment, 92m² Neos Kosmos, Kinosargous | 1..."
"https://www.spitogatos.gr/en/property/1117662957",550000.0,150.0,"D",3667,"Athens Center",1,"Sale, Detached house, 150m² Kolonos - Kolokynthous..."
"https://www.spitogatos.gr/en/property/1117966227",350000.0,115.0,"C",3043,"Koukaki",1,"Sale, Apartment, 115m² Koukaki - Makrygianni, Kouk..."
"https://www.spitogatos.gr/en/property/1117215101",740000.0,130.0,"A",5692,"Athens Center",1,"Sale, Apartment, 130m² Athens - Center, Historic C..."
"https://www.spitogatos.gr/en/property/1117680331",215000.0,85.0,"C",2529,"Ampelokipoi",2,"Sale, Apartment, 85m² Ampelokipoi - Pentagon, Ampe..."
"https://www.spitogatos.gr/en/property/1115531468",230000.0,110.0,"A",2091,"Athens Center",3,"Sale, Apartment, 110m² Patision - Acharnon, Kato P..."
"https://www.spitogatos.gr/en/property/1116222768",142000.0,50.0,"C",2840,"Kipseli",1,"Sale, Apartment, 50m² Kipseli, Nea Kipseli | 16222..."
"https://www.spitogatos.gr/en/property/1117890847",350000.0,67.0,"C",5224,"Kolonaki",1,"Sale, Apartment, 67m² Kolonaki - Lykavittos, Kolon..."
"https://www.spitogatos.gr/en/property/1117776475",150000.0,34.0,"D",4412,"Athens Center",1,"Sale, Apartment, 34m² Neos Kosmos, Center | 177764..."
"https://www.spitogatos.gr/en/property/1118016262",275000.0,85.0,"C",3235,"Athens Center",2,"Sale, Apartment, 85m² Pagkrati, Pagkrati Center | ..."
"https://www.spitogatos.gr/en/property/1116844797",900000.0,97.0,"C",9278,"Kolonaki",1,"Sale, Apartment, 97m² Kolonaki - Lykavittos, Rigil..."
"https://www.spitogatos.gr/en/property/1117612262",195000.0,70.0,"C",2786,"Athens Center",1,"Sale, Apartment, 70m² Patision - Acharnon, Agios N..."
"https://www.spitogatos.gr/en/property/1117765680",779000.0,265.0,"B",2940,"Athens Center",1,"Sale, Apartment, 265m² Athens - Center, Poligono -..."
"https://www.spitogatos.gr/en/property/1117447571",130000.0,71.0,"C",1831,"Athens Center",1,"Sale, Apartment, 71m² Attiki, Platia Attikis | 174..."
"https://www.spitogatos.gr/en/property/1117161519",980000.0,112.0,"C",8750,"Kolonaki",1,"Sale, Apartment, 112m² Kolonaki - Lykavittos, Kolo..."
"https://www.spitogatos.gr/en/property/1117654323",640000.0,121.0,"E",5289,"Mets",1,"Sale, Apartment, 121m² Mets - Kalimarmaro, Mets | ..."
"https://www.spitogatos.gr/en/property/1117847032",250000.0,222.0,"D",1126,"Kipseli",1,"Sale, Detached house, 222m² Kipseli, Ano Kipseli -..."
"https://www.spitogatos.gr/en/property/1117213970",114000.0,72.0,"D",1583,"Athens Center",1,"Sale, Apartment, 72m² Goudi, Agios Thomas | 172139..."
"https://www.spitogatos.gr/en/property/1117074430",250000.0,75.0,"D",3333,"Koukaki",1,"Sale, Apartment, 75m² Koukaki - Makrygianni, Kouka..."
"https://www.spitogatos.gr/en/property/1117050794",210000.0,74.0,"C",2838,"Athens Center",1,"Sale, Apartment, 74m² Kolonos - Kolokynthous, Kolo..."
"https://www.spitogatos.gr/en/property/1117933536",320000.0,194.0,"B",1649,"Athens Center",1,"Sale, Apartment, 194m² Athens - Center, Agios Elef..."
"https://www.spitogatos.gr/en/property/1117396909",900000.0,199.0,"C",4523,"Kolonaki",1,"Sale, Apartment, 199m² Kolonaki - Lykavittos, Lika..."
"https://www.spitogatos.gr/en/property/1117570090",45000.0,45.0,"D",1000,"Athens Center",1,"Sale, Apartment, 45m² Patision - Acharnon, Agios N..."
"https://www.spitogatos.gr/en/property/1116863838",1000000.0,262.0,"C",3817,"Exarchia",1,"Sale, Detached house, 262m² Exarchia - Neapoli, Ne..."
"https://www.spitogatos.gr/en/property/1116989132",580000.0,112.0,"D",5179,"Plaka",1,"Sale, Detached house, 112m² Historic Center, Plaka..."
"https://www.spitogatos.gr/en/property/1117645874",920000.0,350.0,"A",2629,"Kipseli",1,"Sale, Apartment, 350m² Athens - Center, Kipseli | ..."
"https://www.spitogatos.gr/en/property/1118042109",950000.0,97.0,"C",9794,"Koukaki",2,"Sale, Apartment, 97m² Koukaki - Makrygianni, Makri..."
"https://www.spitogatos.gr/en/property/1117003571",500000.0,147.0,"F",3401,"Athens Center",1,"Sale, Apartment, 147m² Athens - Center, Sepolia - ..."
"https://www.spitogatos.gr/en/property/1117636362",650000.0,110.0,"C",5909,"Athens Center",1,"Sale, Apartment, 110m² Pagkrati, Pagkrati Center |..."
"https://www.spitogatos.gr/en/property/1117524349",885000.0,270.0,"A",3278,"Athens Center",7,"Sale, Apartment, 270m² Athens - Center, Pagkrati |..."
"https://www.spitogatos.gr/en/property/1117953428",1180000.0,295.0,"A",4000,"Kolonaki",1,"Sale, Apartment, 295m² Kolonaki - Lykavittos, Kolo..."
"https://www.spitogatos.gr/en/property/1116929663",180000.0,132.0,"D",1364,"Athens Center",3,"Sale, Apartment, 132m² Patision - Acharnon, Agios ..."
"https://www.spitogatos.gr/en/property/1117897704",1250000.0,116.0,"F",10776,"Kolonaki",2,"Sale, Apartment, 116m² Kolonaki - Lykavittos, Kolo..."
"https://www.spitogatos.gr/en/property/1117447296",115000.0,45.0,"C",2556,"Athens Center",1,"Sale, Apartment, 45m² Attiki, Thimarakia | 1744729..."
"https://www.spitogatos.gr/en/property/1117914307",155000.0,50.0,"D",3100,"Athens Center",1,"Sale, Apartment, 50m² Ilisia, Kato Ilisia | 179143..."
"https://www.spitogatos.gr/en/property/1117789231",140000.0,72.0,"B",1944,"Athens Center",1,"Sale, Apartment, 72m² Pagkrati, Agios Artemios | 1..."
"https://www.spitogatos.gr/en/property/1117629227",340000.0,140.0,"C",2429,"Athens Center",1,"Sale, Apartment, 140m² Neos Kosmos, Kinosargous | ..."
