property_id,url,title,neighborhood,price,sqm,price_per_sqm,energy_class,rooms,source_dataset,value_score,value_rating,energy_efficiency_score,size_score,location_score,overall_investment_score,investment_category
9abcb18a0766,https://www.spitogatos.gr/en/property/1117940544,"Sale, Apartment, 88m² Patision - Acharnon, Ag. Meletiou - Viktorias Sq. - Marni | 17940544 | Spitogatos",Exarchia,199000.0,88.0,2261.3636363636365,A,2,Scalable Collector Results,Very Good,4,5,4,4,4.2,Premium Opportunity
5b9ae1bade49,https://www.spitogatos.gr/en/property/1116865600,"Sale, Apartment, 88m² Athens - Center, Patision - Acharnon | 16865600 | Spitogatos",Athens Center,135000.0,88.0,1534.090909090909,A,3,Original Base Dataset,Excellent,5,5,4,3,4.199999999999999,Premium Opportunity
033c26903bb9,https://www.spitogatos.gr/en/property/1117789231,"Sale, Apartment, 72m² Pagkrati, Agios Artemios | 17789231 | Spitogatos",Athens Center,140000.0,72.0,1944.4444444444443,B,1,Original Base Dataset,Excellent,5,4,5,3,4.199999999999999,Premium Opportunity
a40b31baf4a1,https://www.spitogatos.gr/en/property/1117955198,"Sale, Apartment, 96m² Patision - Acharnon, Kato Patisia | 17955198 | Spitogatos",Exarchia,160000.0,96.0,1666.6666666666667,C,1,Parallel Batch Results,Excellent,5,3,4,4,4.1000000000000005,Premium Opportunity
ba5eca93fa8f,https://www.spitogatos.gr/en/property/1117726813,"Sale, Apartment, 50m² Patision - Acharnon, Kato Patisia | 17726813 | Spitogatos",Athens Center,115000.0,50.0,2300.0,A,1,Original Base Dataset,Very Good,4,5,5,3,4.1,Premium Opportunity
2108ff54198d,https://www.spitogatos.gr/en/property/1117483426,"Sale, Apartment, 69m² Attiki, Platia Attikis | 17483426 | Spitogatos",Exarchia,120000.0,69.0,1739.1304347826087,D,1,Proven Collector Results,Excellent,5,2,5,4,4.1,Premium Opportunity
27da9f8bb2b2,https://www.spitogatos.gr/en/property/1117819845,"Sale, Apartment, 70m² Agios Eleftherios - Probona - Rizoupoli, Agios Eleftherios | 17819845 | Spitogatos",Exarchia,115000.0,70.0,1642.857142857143,D,2,Scalable Collector Results,Excellent,5,2,5,4,4.1,Premium Opportunity
cce17f8271ec,https://www.spitogatos.gr/en/property/1117568805,"Sale, Apartment, 47m² Patisia, Plateia Koliatsou | 17568805 | Spitogatos",Exarchia,70000.0,47.0,1489.3617021276596,D,1,Scalable Collector Results,Excellent,5,2,5,4,4.1,Premium Opportunity
7b2f58d28686,https://www.spitogatos.gr/en/property/1118000663,"Sale, Apartment, 75m² Athens - Center, Patisia | 18000663 | Spitogatos",Exarchia,85000.0,75.0,1133.3333333333333,D,1,Parallel Batch Results,Excellent,5,2,5,4,4.1,Premium Opportunity
2f1920caa295,https://www.spitogatos.gr/en/property/1117915593,"Sale, Apartment, 69m² Ampelokipoi - Pentagon, Erithros | 17915593 | Spitogatos",Exarchia,160000.0,69.0,2318.840579710145,C,2,Scalable Collector Results,Very Good,4,3,5,4,4.0,Premium Opportunity
d7413b0cb597,https://www.spitogatos.gr/en/property/1116758246,"Sale, Apartment, 74m² Attiki, Leof. Liosion | 16758246 | Spitogatos",Exarchia,182000.0,74.0,2459.4594594594596,C,1,Scalable Collector Results,Very Good,4,3,5,4,4.0,Premium Opportunity
62e99c3ac6e6,https://www.spitogatos.gr/en/property/1117482663,"Sale, Apartment, 72m² Attiki, Leof. Liosion | 17482663 | Spitogatos",Exarchia,145000.0,72.0,2013.888888888889,C,1,Proven Collector Results,Very Good,4,3,5,4,4.0,Premium Opportunity
7d04a0ce55bf,https://www.spitogatos.gr/en/property/1116860307,"Sale, Apartment, 46m² Poligono - Tourkovounia, Tourkovounia | 16860307 | Spitogatos",Exarchia,110000.0,46.0,2391.304347826087,C,1,Parallel Batch Results,Very Good,4,3,5,4,4.0,Premium Opportunity
5fc26f9a1b8c,https://www.spitogatos.gr/en/property/1118028443,"Sale, Apartment, 120m² Athens - Center, Pagkrati | 18028443 | Spitogatos",Exarchia,135000.0,120.0,1125.0,D,1,Proven Collector Results,Excellent,5,2,4,4,3.9000000000000004,Excellent Investment
4f4c26eac660,https://www.spitogatos.gr/en/property/1118008551,"Sale, Apartment, 93m² Sepolia - Skouze, Sepolia | 18008551 | Spitogatos",Exarchia,125000.0,93.0,1344.0860215053763,D,1,Proven Collector Results,Excellent,5,2,4,4,3.9000000000000004,Excellent Investment
d0490143f30c,https://www.spitogatos.gr/en/property/1116687268,"Sale, Apartment, 144m² Kipseli, Ano Kipseli - Evelpidon | 16687268 | Spitogatos",Exarchia,235000.0,144.0,1631.9444444444443,C,1,Proven Collector Results,Excellent,5,3,3,4,3.9000000000000004,Excellent Investment
6bc53aecf3d4,https://www.spitogatos.gr/en/property/1117576850,"Sale, Apartment, 97m² Poligono - Tourkovounia, Poligono | 17576850 | Spitogatos",Exarchia,128000.0,97.0,1319.5876288659795,D,1,Scalable Collector Results,Excellent,5,2,4,4,3.9000000000000004,Excellent Investment
3288a3f65929,https://www.spitogatos.gr/en/property/1117955060,"Sale, Apartment, 83m² Kolonos - Kolokynthous, akadimia Platonos | 17955060 | Spitogatos",Exarchia,150000.0,83.0,1807.2289156626507,D,1,Parallel Batch Results,Excellent,5,2,4,4,3.9000000000000004,Excellent Investment
4e3c5e68bd99,https://www.spitogatos.gr/en/property/1115413421,"Sale, Apartment, 52m² Kipseli, Ano Kipseli - Evelpidon | 15413421 | Spitogatos",Exarchia,140000.0,52.0,2692.3076923076924,B,1,Parallel Batch Results,Good,3,4,5,4,3.9000000000000004,Excellent Investment
71a3fd3c2eae,https://www.spitogatos.gr/en/property/1117899201,"Sale, Apartment, 92m² Athens - Center, Pagkrati | 17899201 | Spitogatos",Exarchia,138000.0,92.0,1500.0,D,1,Parallel Batch Results,Excellent,5,2,4,4,3.9000000000000004,Excellent Investment
e732e83f62c5,https://www.spitogatos.gr/en/property/1118031391,"Sale, Apartment, 91m² Athens - Center, Patision - Acharnon | 18031391 | Spitogatos",Exarchia,95000.0,91.0,1043.956043956044,D,1,Parallel Batch Results,Excellent,5,2,4,4,3.9000000000000004,Excellent Investment
0042fd76d90c,https://www.spitogatos.gr/en/property/1117244783,"Sale, Apartment, 62m² Patision - Acharnon, Kato Patisia | 17244783 | Spitogatos",Athens Center,147000.0,62.0,2370.967741935484,B,1,Original Base Dataset,Very Good,4,4,5,3,3.9,Excellent Investment
479c37628fee,https://www.spitogatos.gr/en/property/1117495442,"Sale, Apartment, 52m² Athens - Center, Kipseli | 17495442 | Spitogatos",Kipseli,93000.0,52.0,1788.4615384615386,B,2,Original Base Dataset,Excellent,5,4,5,2,3.9,Excellent Investment
04dacb74e019,https://www.spitogatos.gr/en/property/1115531468,"Sale, Apartment, 110m² Patision - Acharnon, Kato Patisia | 15531468 | Spitogatos",Athens Center,230000.0,110.0,2090.909090909091,A,3,Original Base Dataset,Very Good,4,5,4,3,3.9,Excellent Investment
6972532cb8cb,https://www.spitogatos.gr/en/property/1117482555,"Sale, Apartment, 62m² Pagkrati, Pagkrati Center | 17482555 | Spitogatos",Exarchia,140000.0,62.0,2258.064516129032,D,1,Proven Collector Results,Very Good,4,2,5,4,3.8,Excellent Investment
bd560b9c2a8c,https://www.spitogatos.gr/en/property/1117952031,"Sale, Apartment, 78m² Athens - Center, Attiki | 17952031 | Spitogatos",Athens Center,120000.0,78.0,1538.4615384615386,D,2,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
68c234d603b9,https://www.spitogatos.gr/en/property/1118038090,"Sale, Apartment, 60m² Athens - Center, Ano Patisia | 18038090 | Spitogatos",Athens Center,115000.0,60.0,1916.6666666666667,D,1,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
e851c9c59566,https://www.spitogatos.gr/en/property/1117690666,"Sale, Apartment, 110m² Patision - Acharnon, Kato Patisia | 17690666 | Spitogatos",Exarchia,245000.0,110.0,2227.2727272727275,C,3,Proven Collector Results,Very Good,4,3,4,4,3.8,Excellent Investment
01875eb62167,https://www.spitogatos.gr/en/property/1117899750,"Sale, Apartment, 51m² Athens - Center, Patisia | 17899750 | Spitogatos",Athens Center,97000.0,51.0,1901.9607843137255,D,1,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
14727a7aa625,https://www.spitogatos.gr/en/property/1117534037,"Sale, Apartment, 63m² Attiki, Platia Attikis | 17534037 | Spitogatos",Athens Center,123000.0,63.0,1952.3809523809523,D,1,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
5e95fb6d85cc,https://www.spitogatos.gr/en/property/1117930833,"Sale, Studio, 47m² Kolonaki - Lykavittos, Kolonaki | 17930833 | Spitogatos",Kolonaki,355000.0,47.0,7553.191489361702,A,1,Original Base Dataset,Premium,1,5,5,5,3.8,Excellent Investment
9d0f71586f47,https://www.spitogatos.gr/en/property/1118047277,"Sale, Apartment, 73m² Patision - Acharnon, Ag. Meletiou - Viktorias Sq. - Marni | 18047277 | Spitogatos",Athens Center,115000.0,73.0,1575.3424657534247,D,3,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
1a57012dd0ca,https://www.spitogatos.gr/en/property/1117933932,"Sale, Apartment, 67m² Pagkrati, Profitis Ilias | 17933932 | Spitogatos",Athens Center,84000.0,67.0,1253.7313432835822,D,1,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
9937d5bb4240,https://www.spitogatos.gr/en/property/1117093450,"Sale, Apartment, 114m² Exarchia - Neapoli, Neapoli Exarcheion | 17093450 | Spitogatos",Exarchia,260000.0,114.0,2280.7017543859647,C,3,Original Base Dataset,Very Good,4,3,4,4,3.8,Excellent Investment
8c30b76bfa9e,https://www.spitogatos.gr/en/property/1117213970,"Sale, Apartment, 72m² Goudi, Agios Thomas | 17213970 | Spitogatos",Athens Center,114000.0,72.0,1583.3333333333333,D,1,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
79d4ea54b496,https://www.spitogatos.gr/en/property/1117570090,"Sale, Apartment, 45m² Patision - Acharnon, Agios Nikolaos | 17570090 | Spitogatos",Athens Center,45000.0,45.0,1000.0,D,1,Original Base Dataset,Excellent,5,2,5,3,3.8,Excellent Investment
5b4b563a4171,https://www.spitogatos.gr/en/property/1115811903,"Sale, Apartment, 100m² Ampelokipoi - Pentagon, Panormou | 15811903 | Spitogatos",Exarchia,247000.0,100.0,2470.0,C,3,Parallel Batch Results,Very Good,4,3,4,4,3.8,Excellent Investment
7896e36d19c4,https://www.spitogatos.gr/en/property/1117650071,"Sale, Apartment, 81m² Kipseli, Nea Kipseli | 17650071 | Spitogatos",Exarchia,195000.0,81.0,2407.4074074074074,C,2,Scalable Collector Results,Very Good,4,3,4,4,3.8,Excellent Investment
dba8dd8e561c,https://www.spitogatos.gr/en/property/1116684661,"Sale, Apartment, 74m² Patision - Acharnon, Plateia Amerikis | 16684661 | Spitogatos",Exarchia,160000.0,74.0,2162.162162162162,D,2,Scalable Collector Results,Very Good,4,2,5,4,3.8,Excellent Investment
6e8e63fec281,https://www.spitogatos.gr/en/property/1116810834,"Sale, Apartment, 100m² Sepolia - Skouze, Sepolia | 16810834 | Spitogatos",Syntagma,285000.0,100.0,2850.0,C,3,Parallel Batch Results,Good,3,3,4,5,3.8,Excellent Investment
67a253b165bb,https://www.spitogatos.gr/en/property/1115923811,"Sale, Apartment, 70m² Exarchia - Neapoli, Exarcheia | 15923811 | Spitogatos",Exarchia,160000.0,70.0,2285.714285714286,D,1,Parallel Batch Results,Very Good,4,2,5,4,3.8,Excellent Investment
df9864c0c6c3,https://www.spitogatos.gr/en/property/1117609823,"Sale, Apartment, 67m² Pagkrati, Profitis Ilias | 17609823 | Spitogatos",Exarchia,260000.0,67.0,3880.597014925373,A,1,Parallel Batch Results,Fair,2,5,5,4,3.8,Excellent Investment
0258654087bc,https://www.spitogatos.gr/en/property/1117336741,"Sale, Apartment, 74m² Patision - Acharnon, Ag. Meletiou - Viktorias Sq. - Marni | 17336741 | Spitogatos",Exarchia,181556.0,74.0,2453.4594594594596,D,1,Parallel Batch Results,Very Good,4,2,5,4,3.8,Excellent Investment
823d8bd2a74e,https://www.spitogatos.gr/en/property/1117293229,"Sale, Apartment, 56m² Ano Patisia, Platia Papadiamanti | 17293229 | Spitogatos",Exarchia,180000.0,56.0,3214.285714285714,A,1,Parallel Batch Results,Fair,2,5,5,4,3.8,Excellent Investment
27ebcb88c3a9,https://www.spitogatos.gr/en/property/1117188200,"Sale, Maisonette, 181m² Patision - Acharnon, Agios Nikolaos | 17188200 | Spitogatos",Exarchia,200000.0,181.0,1104.9723756906078,C,2,Proven Collector Results,Excellent,5,3,2,4,3.7,Excellent Investment
bfe64b440351,https://www.spitogatos.gr/en/property/1117849708,"Sale, Apartment, 138m² Gazi - Metaxourgio - Votanikos, Metaxourgeio | 17849708 | Spitogatos",Exarchia,275000.0,138.0,1992.7536231884058,D,3,Scalable Collector Results,Excellent,5,2,3,4,3.7,Excellent Investment
0408d841707b,https://www.spitogatos.gr/en/property/1118021782,"Sale, Apartment, 101m² Athens - Center, Exarchia - Neapoli | 18021782 | Spitogatos",Exarchia,285000.0,101.0,2821.7821782178216,B,1,Parallel Batch Results,Good,3,4,4,4,3.7,Excellent Investment
9df1d2a352d6,https://www.spitogatos.gr/en/property/1117906124,"Sale, Apartment, 65m² Neos Kosmos, Kinosargous | 17906124 | Spitogatos",Exarchia,190000.0,65.0,2923.076923076923,C,1,Parallel Batch Results,Good,3,3,5,4,3.7,Excellent Investment
730dcc902386,https://www.spitogatos.gr/en/property/1116729276,"Sale, Apartment, 111m² Ampelokipoi - Pentagon, Elinoroson | 16729276 | Spitogatos",Exarchia,275000.0,111.0,2477.4774774774774,D,1,Proven Collector Results,Very Good,4,2,4,4,3.6000000000000005,Excellent Investment
b7f693ef2102,https://www.spitogatos.gr/en/property/1116349160,"Sale, Apartment, 142m² Exarchia - Neapoli, Mouseio | 16349160 | Spitogatos",Exarchia,325000.0,142.0,2288.7323943661972,C,1,Proven Collector Results,Very Good,4,3,3,4,3.6000000000000005,Excellent Investment
24eb0bf47065,https://www.spitogatos.gr/en/property/1116740967,"Sale, Apartment, 105m² Exarchia - Neapoli, Neapoli Exarcheion | 16740967 | Spitogatos",Exarchia,225000.0,105.0,2142.8571428571427,D,1,Scalable Collector Results,Very Good,4,2,4,4,3.6000000000000005,Excellent Investment
e07a5a8e51a2,https://www.spitogatos.gr/en/property/1115970522,"Sale, Apartment, 30m² Patision - Acharnon, Kato Patisia | 15970522 | Spitogatos",Exarchia,65000.0,30.0,2166.6666666666665,C,1,Parallel Batch Results,Very Good,4,3,3,4,3.6000000000000005,Excellent Investment
42ea3f647341,https://www.spitogatos.gr/en/property/1117818215,"Sale, Apartment, 88m² Gizi - Pedion Areos, Lofos Finopoulou | 17818215 | Spitogatos",Athens Center,139000.0,88.0,1579.5454545454545,D,2,Original Base Dataset,Excellent,5,2,4,3,3.6,Excellent Investment
8b4267cf6b7b,https://www.spitogatos.gr/en/property/1116696975,"Sale, Studio, 36m² Poligono - Tourkovounia, Poligono | 16696975 | Spitogatos",Athens Center,58000.0,36.0,1611.111111111111,C,1,Original Base Dataset,Excellent,5,3,3,3,3.6,Excellent Investment
04287076c894,https://www.spitogatos.gr/en/property/1117768818,"Sale, Apartment, 52m² Agios Eleftherios - Probona - Rizoupoli, Rizoupoli | 17768818 | Spitogatos",Athens Center,150000.0,52.0,2884.6153846153848,B,1,Original Base Dataset,Good,3,4,5,3,3.6,Excellent Investment
b7ed51d3dedd,https://www.spitogatos.gr/en/property/1117933536,"Sale, Apartment, 194m² Athens - Center, Agios Eleftherios - Probona - Rizoupoli | 17933536 | Spitogatos",Athens Center,320000.0,194.0,1649.4845360824743,B,1,Original Base Dataset,Excellent,5,4,2,3,3.5999999999999996,Excellent Investment
5ae00dd0c754,https://www.spitogatos.gr/en/property/1117947141,"Sale, Apartment, 62m² Athens - Center, Neos Kosmos | 17947141 | Spitogatos",Exarchia,224000.0,62.0,3612.9032258064517,B,1,Scalable Collector Results,Fair,2,4,5,4,3.5999999999999996,Excellent Investment
a6696c7908f1,https://www.spitogatos.gr/en/property/1117246803,"Sale, Apartment, 102m² Neos Kosmos, Center | 17246803 | Spitogatos",Exarchia,295000.0,102.0,2892.156862745098,C,3,Scalable Collector Results,Good,3,3,4,4,3.5,Excellent Investment
9dd11aa01ad5,https://www.spitogatos.gr/en/property/1117131266,"Sale, Apartment, 68m² Gazi - Metaxourgio - Votanikos, Kerameikos | 17131266 | Spitogatos",Athens Center,265000.0,68.0,3897.0588235294117,A,1,Original Base Dataset,Fair,2,5,5,3,3.5,Excellent Investment
949a9ae4e526,https://www.spitogatos.gr/en/property/1117657336,"Sale, Apartment, 70m² Athens - Center, Neos Kosmos | 17657336 | Spitogatos",Athens Center,158000.0,70.0,2257.1428571428573,D,2,Original Base Dataset,Very Good,4,2,5,3,3.5,Excellent Investment
0d19b58fe81a,https://www.spitogatos.gr/en/property/1117454224,"Sale, Apartment, 86m² Attiki, Platia Attikis | 17454224 | Spitogatos",Athens Center,200000.0,86.0,2325.5813953488373,C,1,Original Base Dataset,Very Good,4,3,4,3,3.5,Excellent Investment
d2871cfced06,https://www.spitogatos.gr/en/property/1117559655,"Sale, Apartment, 42m² Kipseli, Ano Kipseli - Evelpidon | 17559655 | Spitogatos",Kipseli,69000.0,42.0,1642.857142857143,D,1,Original Base Dataset,Excellent,5,2,5,2,3.5,Excellent Investment
fa10a683a86f,https://www.spitogatos.gr/en/property/1117633265,"Sale, Apartment, 75m² Ampelokipoi - Pentagon, Ampelokipoi | 17633265 | Spitogatos",Ampelokipoi,142000.0,75.0,1893.3333333333333,D,1,Original Base Dataset,Excellent,5,2,5,2,3.5,Excellent Investment
4a70eb95162b,https://www.spitogatos.gr/en/property/1117855978,"Sale, Apartment, 110m² Kipseli, Ano Kipseli - Evelpidon | 17855978 | Spitogatos",Exarchia,280000.0,110.0,2545.4545454545455,C,1,Proven Collector Results,Good,3,3,4,4,3.5,Excellent Investment
53c253c76031,https://www.spitogatos.gr/en/property/1117725744,"Sale, Apartment, 49m² Gizi - Pedion Areos, Gkyzi - Arios Pagos | 17725744 | Spitogatos",Exarchia,135000.0,49.0,2755.1020408163267,D,1,Parallel Batch Results,Good,3,2,5,4,3.5,Excellent Investment
8df11bb3a0aa,https://www.spitogatos.gr/en/property/1117985759,"Sale, Apartment, 56m² Athens - Center, Kolonaki - Lykavittos | 17985759 | Spitogatos",Exarchia,140000.0,56.0,2500.0,D,1,Scalable Collector Results,Good,3,2,5,4,3.5,Excellent Investment
3a26a96dd19d,https://www.spitogatos.gr/en/property/1118027024,"Sale, Apartment, 60m² Athens - Center, Kipseli | 18027024 | Spitogatos",Exarchia,170000.0,60.0,2833.3333333333335,D,1,Parallel Batch Results,Good,3,2,5,4,3.5,Excellent Investment
0f10d4266ecb,https://www.spitogatos.gr/en/property/1117935310,"Sale, Apartment, 74m² Athens - Center, Pagkrati | 17935310 | Spitogatos",Exarchia,300000.0,74.0,4054.054054054054,A,1,Scalable Collector Results,Premium,1,5,5,4,3.5,Excellent Investment
87400a90d5bc,https://www.spitogatos.gr/en/property/1117453190,"Sale, Apartment, 64m² Kolonaki - Lykavittos, Kolonaki | 17453190 | Spitogatos",Kolonaki,390000.0,64.0,6093.75,C,1,Original Base Dataset,Premium,1,3,5,5,3.4000000000000004,Good Investment
59242e8bf232,https://www.spitogatos.gr/en/property/1116864066,"Sale, Apartment, 59m² Kolonaki - Lykavittos, Kolonaki | 16864066 | Spitogatos",Kolonaki,250000.0,59.0,4237.28813559322,C,1,Original Base Dataset,Premium,1,3,5,5,3.4000000000000004,Good Investment
85a8adeb726d,https://www.spitogatos.gr/en/property/1117890847,"Sale, Apartment, 67m² Kolonaki - Lykavittos, Kolonaki | 17890847 | Spitogatos",Kolonaki,350000.0,67.0,5223.880597014925,C,1,Original Base Dataset,Premium,1,3,5,5,3.4000000000000004,Good Investment
4846d81a1878,https://www.spitogatos.gr/en/property/1117822604,"Sale, Apartment, 70m² Pagkrati, Alsos Pagkratiou | 17822604 | Spitogatos",Exarchia,265000.0,70.0,3785.714285714286,C,2,Proven Collector Results,Fair,2,3,5,4,3.4000000000000004,Good Investment
be9c7ed52384,https://www.spitogatos.gr/en/property/1117914488,"Sale, Apartment, 84m² Pagkrati, Varnava | 17914488 | Spitogatos",Exarchia,300000.0,84.0,3571.4285714285716,B,1,Proven Collector Results,Fair,2,4,4,4,3.4000000000000004,Good Investment
7c6da500b0df,https://www.spitogatos.gr/en/property/1115970691,"Sale, Apartment, 122m² Kipseli, Ano Kipseli - Evelpidon | 15970691 | Spitogatos",Exarchia,250000.0,122.0,2049.1803278688526,D,3,Scalable Collector Results,Very Good,4,2,3,4,3.4000000000000004,Good Investment
ebdce72b5d38,https://www.spitogatos.gr/en/property/1116809906,"Sale, Apartment, 57m² Goudi, Agios Thomas | 16809906 | Spitogatos",Syntagma,400000.0,57.0,7017.543859649123,C,1,Scalable Collector Results,Premium,1,3,5,5,3.4000000000000004,Good Investment
84de4ed1774e,https://www.spitogatos.gr/en/property/1117817543,"Sale, Apartment, 75m² Attiki, Thimarakia | 17817543 | Spitogatos",Exarchia,230000.0,75.0,3066.6666666666665,C,2,Parallel Batch Results,Fair,2,3,5,4,3.4000000000000004,Good Investment
a5ad7b502ad1,https://www.spitogatos.gr/en/property/1118028347,"Sale, Apartment, 50m² Athens - Center, Goudi | 18028347 | Spitogatos",Exarchia,185000.0,50.0,3700.0,C,1,Parallel Batch Results,Fair,2,3,5,4,3.4000000000000004,Good Investment
4decdd1fd109,https://www.spitogatos.gr/en/property/1118047730,"Sale, Apartment, 50m² Ampelokipoi - Pentagon, Erithros | 18047730 | Spitogatos",Exarchia,165000.0,50.0,3300.0,C,1,Parallel Batch Results,Fair,2,3,5,4,3.4000000000000004,Good Investment
721d750ca390,https://www.spitogatos.gr/en/property/1115883320,"Sale, Apartment, 137m² Pagkrati, Pagkrati Center | 15883320 | Spitogatos",Exarchia,440000.0,137.0,3211.6788321167883,A,1,Parallel Batch Results,Fair,2,5,3,4,3.4000000000000004,Good Investment
f78cddfdeceb,https://www.spitogatos.gr/en/property/1116800365,"Sale, Apartment, 60m² Athens - Center, Ampelokipoi - Pentagon | 16800365 | Spitogatos",Syntagma,315000.0,60.0,5250.0,C,1,Parallel Batch Results,Premium,1,3,5,5,3.4000000000000004,Good Investment
ffc9597789f6,https://www.spitogatos.gr/en/property/1117008944,"Sale, Apartment, 80m² Kolonaki - Lykavittos, Kolonaki | 17008944 | Spitogatos",Syntagma,420000.0,80.0,5250.0,C,1,Parallel Batch Results,Premium,1,3,5,5,3.4000000000000004,Good Investment
f8be3866f30d,https://www.spitogatos.gr/en/property/1117817287,"Sale, Apartment, 130m² Gizi - Pedion Areos, Pedion Areos | 17817287 | Spitogatos",Syntagma,600000.0,130.0,4615.384615384615,A,3,Parallel Batch Results,Premium,1,5,3,5,3.4000000000000004,Good Investment
c37b5e3d0c59,https://www.spitogatos.gr/en/property/1117742786,"Sale, Apartment, 153m² Athens - Center, Pagkrati | 17742786 | Spitogatos",Athens Center,180000.0,153.0,1176.4705882352941,C,3,Original Base Dataset,Excellent,5,3,2,3,3.4,Good Investment
